NameEng,AddressEng,NameChi,AddressChi
MELBOURNE BUILDING,48-56 YU CHAU STREET,萬邦大廈,汝州街48-56號
KING YIP BUILDING,5-11 UN CHAU STREET,景業大廈,元州街5-11號
MAN WOO BUILDING,56-72 POPLAR STREET,萬和大廈,白楊街56-72號
HANG SHING BUILDING,22-24 CHEUNG SHA WAN ROAD,恆成大廈,長沙灣道22-24號
KIN ON BUILDING,163-173 CAMP STREET,建安大廈,營盤街163-173號
WELLCOME MANSION,38J-38K KWEILIN STREET,惠康大廈,桂林街38J-38K號
MEI KEI MANSION,457-463 CASTLE PEAK ROAD,美奇大廈,青山道457-463號
TAI ON HOUSE,195-201 LAI CHI KOK ROAD,大安樓,荔枝角道195-201號
BEVERLY COURT,151-159 HAI TAN STREET,普陞閣,海壇街151-159號
62 CASTLE PEAK ROAD,62 CASTLE PEAK ROAD,青山道62號,青山道62號
WAH YAN MANSION,92-102 TAI PO ROAD,華仁大廈,大埔道92-102號
SHEK ON BUILDING,104 CHEUNG SHA WAN ROAD,石安大廈,長沙灣道104號
WAH HING BUILDING,16-22 YEN CHOW STREET,華興大樓,欽州街16-22號
HIN FAI BUILDING,129-135 CASTLE PEAK ROAD,顯暉大廈,青山道129-135號
HOI SANG BUILDING,229 HAI TAN STREET,海生大廈,海壇街229號
HAPPY BUILDING (MANSION),201 PEI HO STREET,快樂大廈,北河街201號
EMERALD TWENTY EIGHT,20-28 TAI PO ROAD,翠峰28,大埔道20-28號
WING FAT COURT,508 FUK WING STREET,榮發閣,福榮街508號
205-211A HAI TAN STREET,205-211A HAI TAN STREET,海壇街205-211A號,海壇街205-211A號
KA ON BUILDING,27-29 POPLAR STREET,嘉安大樓,白楊街27-29號
NAM PONT BUILDING,128-136 NAM CHEONG STREET,南邦大廈,南昌街128-136號
FU WA MANSION,31 KWEILIN STREET,富華大廈,桂林街31號
NGUN HOI MANSION,163 HAI TAN STREET,銀海大廈,海壇街163號
HIGH PARK,51 BOUNDARY STREET,曉珀,界限街51號
SUNNING COURT,29-39 SHUN NING ROAD,新寧閣,順寧道29-39號
HAI TAN MANSION,145-149 HAI TAN STREET,海壇大廈,海壇街145-149號
SUN WAH HOUSE,179-185 FUK WA STREET,新華大樓,福華街179-185號
HARMONY HOUSE,246 YU CHAU STREET,涵碧樓,汝州街246號
DIAMOND BUILDING,195-199 NAM CHEONG STREET,鑽石樓,南昌街195-199號
WO HING BUILDING,27A-27F HING WAH STREET,和興大廈,興華街27A-27F號
YIU CHEONG LUNG BUILDING,239 LAI CHI KOK ROAD,耀昌隆大樓,荔枝角道239號
CHI FAI COURT,31-35 TAI PO ROAD,置輝閣,大埔道31-35號
HING LUNG BUILDING,385-391 KI LUNG STREET,興隆大廈,基隆街385-391號
HUNG WAN BUILDING,31-41 CHEUNG SHA WAN ROAD,鴻運大廈,長沙灣道31-41號
NEW PEI HO BUILDING,176-180 APLIU STREET,新北河大樓,鴨寮街176-180號
WING SHING BUILDING,25-35 CASTLE PEAK ROAD,永勝大樓,青山道25-35號
CHEONG WAH BUILDING,203-211 NAM CHEONG STREET,昌華新樓,南昌街203-211號
LUNG ON BUILDING,173-179 PEI HO STREET,龍安大廈,北河街173-179號
FUNG CHENG BUILDING,340 UN CHAU STREET,豐祥大廈,元州街340號
FUK WING BUILDING,111-117 FUK WING STREET,福榮大廈,福榮街111-117號
WEI SUN BUILDING,75 TAI PO ROAD,威信大廈,大埔道75號
SUNNING MANSION,203-209 PEI HO STREET,新寧大樓,北河街203-209號
GIOVANE,201 CASTLE PEAK ROAD,青薈,青山道201號
MAPLE MANSION,35-39 FUK WA STREET,楓華樓,福華街35-39號
SAM YING BUILDING,23 TAI PO ROAD,三英大廈,大埔道23號
SUN WING BUILDING,27 FUK WING STREET,新榮大樓,福榮街27號
SCENIC COURT,455 SHUN NING ROAD,秀怡閣,順寧道455號
YAU LUEN APARTMENTS,70A-70D TAI PO ROAD,友聯大樓,大埔道70A-70D號
GREENRICH MANSION,100 CASTLE PEAK ROAD,菁盈雅軒,青山道100號
SHUN KING COURT,15 SHUN NING ROAD,順景閣,順寧道15號
SEVILLA CREST,289 SAI YEUNG CHOI STREET NORTH,晉嶺,西洋菜北街289號
KENT PLACE,8 YEN CHOW STREET,金濤閣,欽州街8號
CHEUNG SHA BUILDING,116-122 CHEUNG SHA WAN ROAD,長沙大樓,長沙灣道116-122號
280-286A YU CHAU STREET,280-286A YU CHAU STREET,汝州街280-286A號,汝州街280-286A號
OCEANIC VIEW,218 TUNG CHAU STREET,悅海軒,通州街218號
PO ON COURT,1 PO ON ROAD,寶安閣,保安道1號
SHUN TAI BUILDING,4 FUK WA STREET,順泰大廈,福華街4號
HANG SHUN BUILDING,37-39 TONKIN STREET,恆順大廈,東京街37-39號
KA WING BUILDING,6-12 FUK WING STREET,嘉榮大廈,福榮街6-12號
TUNG SHING COURT,47-55 CHEUNG SHA WAN ROAD,東成大廈,長沙灣道47-55號
WAH PONT HOUSE,69-75 FUK WA STREET,華邦大樓,福華街69-75號
CHENG FAI BUILDING,107 CHEUNG SHA WAN ROAD,正輝大樓,長沙灣道107號
KWONG HING BUILDING,52-54 CHEUNG SHA WAN ROAD,廣興大廈,長沙灣道52-54號
HARBOUR PARK,208 TUNG CHAU STREET,海柏匯,通州街208號
YAU LOY BUILDING,9-19 APLIU STREET,友來大廈,鴨寮街9-19號
YEE KING COURT,513-521 SHUN NING ROAD,怡景閣,順寧道513-521號
CHEUNG WAH COURT,471 UN CHAU STREET,昌華閣,元州街471號
CHEUNG HONG MANSION,26-32 CHEUNG SHA WAN ROAD,長康大廈,長沙灣道26-32號
RICHMOND COURT,17-25 SHUN NING ROAD,順安閣,順寧道17-25號
TSUI WAN MANSION,161 UN CHAU STREET,翠雲大廈,元州街161號
HANG SHUN BUILDING,33F BOUNDARY STREET,恆順大樓,界限街33F號
13 BOUNDARY STREET,13 BOUNDARY STREET,界限街13號,界限街13號
TUNG CHAU BUILDING,270-286 TUNG CHAU STREET,通州大廈,通州街270-286號
HOI CHEUNG BUILDING,72-74 TAI PO ROAD,海祥大廈,大埔道72-74號
SHINING COURT,439 SHUN NING ROAD,順寧居,順寧道439號
THE MERRYLANDS,128 TAI PO ROAD,逸華軒,大埔道128號
PENTA HOUSE,192 TAI PO ROAD,五聯大廈,大埔道192號
WING MING BUILDING,34-42 YEN CHOW STREET,永明大廈,欽州街34-42號
PO WING BUILDING,243-249 YEE KUK STREET,寶榮大廈,醫局街243-249號
PO HEI COURT,255 PO ON ROAD,寶熙苑,保安道255號
HEYA AQUA,393-399 UN CHAU STREET,喜漾,元州街393-399號
HEYA CRYSTAL,399 CASTLE PEAK ROAD,喜薈,青山道399號
PO LAI COURT,325-329 PO ON ROAD,寶麗苑,保安道325-329號
HEYA STAR,368 CASTLE PEAK ROAD,喜韻,青山道368號
PRINCE CENTRE,70 TAI PO ROAD,太子中心,大埔道70號
THE SORENTINO,483 SHUN NING ROAD,順景華庭,順寧道483號
VISTA,188 FUK WA STREET,海峰,福華街188號
HIGH POINT,188 TAI PO ROAD,曉尚,大埔道188號
LUNG WA BUILDING,16-24 FUK WA STREET,龍華大廈,福華街16-24號
HIGH ONE,571 FUK WA STREET,曉悅,福華街571號
HIGH ONE GRAND,188 FUK WING STREET,曉盈,福榮街188號
HING YIP APARTMENTS,60E CASTLE PEAK ROAD,興業大樓,青山道60E號
SHING TO BUILDING,32-36 TAI PO ROAD,成都大廈,大埔道32-36號
SUN FAIR BUILDING,103 TAI PO ROAD,新輝大廈,大埔道103號
KIU FAI BUILDING,2-8 KIU YAM STREET,僑輝大廈,僑蔭街2-8號
WELLAND PLAZA,188 NAM CHEONG STREET,華麗廣埸,南昌街188號
KIU CHAU BUILDING,6-8 KIU KIANG STREET,九洲大廈,九江街6-8號
MAN ON BUILDING,282-290A LAI CHI KOK ROAD,萬安大樓,荔枝角道282-290A號
LEUNG CHAU BUILDING,72-82 UN CHAU STREET,兩洲大廈,元州街72-82號
SHUN NING BUILDING,28 CHEUNG WAH STREET,順寧大廈,昌華街28號
THE MET. DELIGHT,142 CAMP STREET,薈悅,營盤街142號
SUN PO BUILDING,27 PO ON ROAD,新寶大廈,保安道27號
GREEN COURT,498 UN CHAU STREET,青華閣,元州街498號
TONE KING BUILDING,413 CASTLE PEAK ROAD,東景大廈,青山道413號
LAI KWAN COURT,438 CASTLE PEAK ROAD,麗群閣,青山道438號
PARC OASIS,21 GRANDEUR ROAD,又一居,瑰麗路21號
DYNASTY HEIGHTS,8 YIN PING ROAD,帝景峰,延坪道8號
BEACON HEIGHTS,1-19 LUNG PING ROAD,畢架山花園,龍坪道1-19號
VILLAGE GARDENS,68 TAT CHEE AVENUE,又一村花園,達之路68號
ROSE COURT,23-34 ROSE STREET,玫瑰苑,玫瑰街23-34號
KAM YUCK BUILDING,2 WAI CHI LANE,金玉大廈,偉智里2號
PAK YUK LAU,1 WAI CHI LANE,白玉樓,偉智里1號
HING LUNG BUILDING,202 CASTLE PEAK ROAD,興隆大廈,青山道202號
AMPLE BUILDING,11 WOH CHAI STREET,仁寶大廈,窩仔街11號
GRANDEUR VILLA,21 TAT CHEE AVENUE,瑰麗新村,達之路21號
CALDECOTT HILL,2 CALDECOTT ROAD,郝德傑山,郝德傑道2號
MOUNT BEACON,20 CARNWALL STREET,畢架山峰,歌和老街20號
VILLA CARLTON,369 TAI PO ROAD,爾登華庭,大埔道369號
PO TIN BUILDING,39 WAI CHI STREET,寶田大廈,偉智街39號
NAM CHEONG COMMERCIAL BUILDING,223-237 NAM CHEONG STREET,南昌戲院大廈,南昌街223-237號
MONTE CARLTON,363 TAI PO ROAD,爾登豪庭,大埔道363號
ELITE VILLA,15-17 TAT CHEE AVENUE,雅麗苑,達之路15-17號
TIN FUNG LAU,3 WAI CHI LANE,田豐樓,偉智里3號
FOOK TIN BUILDING,38 WAI CHI STREET,福田大廈,偉智街38號
ONE BEACON HILL,1 BEACON HILL ROAD,畢架山一號,畢架山1號
BOLAND COURT,10-12 BROADCAST DRIVE,寶能閣,廣播道10-12號
MERRY COURT,4-6 FESSENDEN ROAD,真能閣,范信達道4-6號
PHOENIX COURT,7 FESSENDEN ROAD,碧麗閣,范信達道7號
TANG COURT,168 NGA TSIN WAI ROAD,怡德花園,衙前圍道168號
FABER GARDEN,6 MARCONI ROAD,百美花園,馬可尼道6號
COLLEGE CREST,5-7 COLLEGE ROAD,博文閣,書院道5-7號
MOON BEAM TERRACE,2 ALNWICK ROAD,映月臺,安域道2號
JOY GARDEN,3 ALNWICK ROAD,天樂園,安域道3號
PENINSULA HEIGHTS,63 BROADCAST DRIVE,星輝豪庭,廣播道63號
BEVERLY VILLA,16 LA SALLE ROAD,碧華花園,喇沙利道16號
SUNDERLAND ESTATE,1 HEREFORD ROAD,新德園,禧福道1號
CHERMAIN HEIGHTS,9 EASTBOURNE ROAD,霞明閣,義本道9號
AVON COURT,2 FESSENDEN ROAD,雅芳園,范信達道2號
8 LASALLE,8 LA SALLE ROAD,傲名,喇沙利道8號
ALICE COURT (BLOCK A-B),43 BROADCAST DRIVE,雅麗園 (A-B座),廣播道43號
MARPLE COURT,41 BROADCAST DRIVE,萬寶閣,廣播道41號
FESSENDEN COURT,3 FESSENDEN ROAD,信達閣,范信達道3號
MARCONI COURT,2 MARCONI ROAD,馬可尼大廈,馬可尼道2號
EASTBOURNE COURT,7 EASTBOURNE ROAD,雅景樓,義本道7號
TWILIGHT COURT,4 MARCONI ROAD,翠麗苑,馬可尼道4號
THE GRANDEUR,23 GRAMPIAN ROAD,龍苑,嘉林邊道23號
BROADWAY TOWERS,6 BROADCAST DRIVE,百樂園,廣播道6號
MERIDIAN HILL,81 BROADCAST DRIVE,尚御,廣播道81號
HAPPY GARDEN,85 BROADCAST DRIVE,雅樂園,廣播道85號
EDEN GATE,1 FESSENDEN ROAD,雲門,義德道5及7及9號
NO. 1 & 3 EDE ROAD,51 NGA TSIN WAI ROAD,義德道1及3號,義德道1及3號
KWONG FAI COURT,39 BROADCAST DRIVE,光輝園,范信達道1號
THE BLOOMSVILLE,83 BROADCAST DRIVE,陶源,衙前圍道51號
WELCOME GARDENS (BLOCK 1-2),131-139 BOUNDARY STREET,偉錦園 (1-2座),廣播道39號
THE PALACE,1 BROADCAST DRIVE,嘉皇臺,廣播道83號
LAGUNA CITY,1 LAGUNA STREET,麗港城,麗港街1號
SCENEWAY GARDEN,8 SCENEWAY ROAD,匯景花園,匯景道8號
HONG WAH COURT,2 LIN TAK ROAD,康華苑,連德道2號
HONG PAK COURT,139 PIK WAN ROAD,康柏苑,碧雲道139號
LEI ON COURT,11 LEI YUE MUN ROAD,鯉安苑,鯉魚門道11號
HONG YAT COURT,1 TAK TIN STREET,康逸苑,德田街1號
YAU CHUI COURT,LEI YUE MUN ROAD,油翠苑,鯉魚門道
TAK TIN ESTATE,223 PIK WAN ROAD,德田?,碧雲道223號
HONG TIN COURT,47 KAI TIN ROAD,康田苑,啟田道47號
KO CHUN COURT,23 KO CHIU ROAD,高俊苑,高超道23號
HING TIN ESTATE,8 LIN TAK ROAD,興田?,連德道8號
KAI TIN TOWER,61 KAI TIN ROAD,啟田大廈,啟田道61號
HONG YING COURT,225 PIK WAN ROAD,康盈苑,碧雲道225號
HONG NGA COURT,189 PIK WAN ROAD,康雅苑,碧雲道189號
YAU TONG CENTRE,6 KA WING STREET,油塘中心,嘉榮街6號
CANARYSIDE,8 SHUNG SHUN STREET,鯉灣天下,祟信街8號
THE SPECTACLE,8 CHO YUEN STREET,嘉賢居,草園街8號
HONG SHUI COURT,133 PIK WAN ROAD,康瑞苑,碧雲道133號
OCEAN ONE,6 SHUNG SHUN STREET,OCEAN ONE,崇信街6號
PENINSULA EAST,9 SHUNG YIU STREET,PENINSULA EAST,崇耀街9號
AMOY GARDENS,77 NGAU TAU KOK ROAD,淘大花園,牛頭角道77號
RICHLAND GARDENS,80 WANG KWONG ROAD,麗晶花園,宏光道80號
TAK BO GARDEN,3 NGAU TAU KOK ROAD,得寶花園,牛頭角道3號
TELFORD GARDENS,33 WAI YIP STREET,德福花園,偉業街33號
SHUN CHI COURT,4 SHUN CHI STREET,順緻苑,順緻街4號
LOK NGA COURT,50 CHUN WAH ROAD,樂雅苑,振華道50號
KING SHAN COURT,32 FUNG SHING STREET,瓊山苑,豐盛街32號
WANG KWONG BUILDING,33 NGAU TAU KOK ROAD,宏光樓,牛頭角道33號
LEE KEE BUILDING,55 NGAU TAU KOK ROAD,利基大廈,牛頭角道55號
JADE FIELD GARDEN,15-19 NGAU TAU KOK ROAD,嘉和園,牛頭角道15-19號
CHOI HA ESTATE,18 CHOI HA ROAD,彩霞?,彩霞道18號
SCENIC VIEW,63 FUNG SHING STREET,曉暉花園,豐盛街63號
ON KAY COURT,20 CHUN WAH ROAD,安基苑,振華道20號
BAY VIEW GARDEN,2 WING TING ROAD,威豪花園,永定道2號
KAI TAI COURT,28 KAI YIP ROAD,啟泰苑,啟業道28號
SUN LAI GARDEN,2 KING TUNG STREET,新麗花園,瓊東街2號
CHOI FUNG COURT,23 CHOI FUNG PATH,彩峰苑,彩鳳徑23號
KING HIN COURT,1 KING TUNG STREET,瓊軒苑,瓊東街1號
NO. 8 CLEAR WATER BAY ROAD,8 CLEAR WATER BAY ROAD,清水灣道8號,清水灣道8號
WAI KING BUILDING,1-9 JORDAN VALLEY NORTH ROAD,偉景樓,佐頓谷北道1-9號
HILLTOP GARDENS,33 FUNG SHING STREET,海港花園,豐盛街33號
KING LAI COURT,38 FUNG SHING STREET,瓊麗苑,豐盛街38號
FORTUNE GARDEN,15 WING TING ROAD,怡發花園,永定道15號
HING YIP BUILDING,19 CLEAR WATER BAY ROAD,興業大廈,清水灣道19號
KAI TAK MANSION,53-55A KWUN TONG ROAD,啟德大廈,觀塘道53-55A號
3 MUK CHUI STREET,3 MUK CHUI STREET,煥然壹居,沐翠街3號
WEALTH GARDEN,20 WING TING ROAD,怡富花園,永定道20號
HIU LAI COURT,21 HIU KWONG STREET,曉麗苑,曉光街21號
CHEUNG WO COURT,277 HIP WO STREET,祥和苑,協和街277號
KWUN TONG MANSION,36 YUET WAH STREET,觀塘大廈,月華街36號
CONNIE TOWERS,147 HONG NING ROAD,康麗園,康寧道147號
FAR VIEW MANSION,16 YUET WAH STREET,遠景大廈,月華街16號
PO PUI COURT,2-9 PO PUI STREET,寶珮苑,寶珮街2-9號
HIU MING COURT,30 HIU KWONG STREET,曉明閣,曉光街30號
MAN WO GARDEN MANSION,38 YUET WAH STREET,萬和花園大廈,月華街38號
WAH FAT BUILDING,60-72A TUNG MING STREET,華發大樓,通明街60-72A號
HYDE TOWERS,21 KUNG LOK ROAD,凱德大廈,功樂道21號
WOODVIEW COURT,75 KUNG LOK ROAD,林景閣,功樂道75號
KWUN TONG THEATRE BUILDING,9-15 TUNG MING STREET,觀塘戲院大廈,通明街9-15號
FULRICH GARDEN,9 KUNG LOK ROAD,富麗花園,功樂道9號
TSUI PING (NORTH) ESTATE,19 TSUI PING ROAD,翠屏(北)?,翠屏道19號
HONG NING BUILDING,79-89 HONG NING ROAD,康寧大廈,康寧道79-89號
YEN NING BUILDING,7-19 TING YIP STREET,仁寧大廈,定業街7-19號
LAI YUE BUILDING,3 HORSE SHOE LANE,麗裕大廈,馬蹄徑3號
HONG NING BUILDING,1-11A MUT WAH STREET,康寧大廈,物華街1-11A號
